REF_DATE,GEO,DGUID,Structural type of dwelling,Coordinate,Total - Household,Number of persons in private households,Average household size
2021,"Canmore (CA), Alta.",2021S0504828,Apartment in a building that has five or more storeys,125.7,255,545,2.1
2021,"Canmore (CA), Alta.",2021S0504828,Other single-attached house,125.8,5,10,2.0
2021,"Canmore (CA), Alta.",2021S0504828,Movable dwelling,125.9,10,20,1.8
2021,"Edmonton (CMA), Alta.",2021S0503835,Total - Structural type of dwelling,126.1,548625,1397750,2.6
2021,"Edmonton (CMA), Alta.",2021S0503835,Single-detached house,126.2,309960,898990,2.9
2021,"Edmonton (CMA), Alta.",2021S0503835,Semi-detached house,126.3,38480,102660,2.7
2021,"Edmonton (CMA), Alta.",2021S0503835,Row house,126.4,46400,121505,2.6
2021,"Edmonton (CMA), Alta.",2021S0503835,Apartment or flat in a duplex,126.5,10955,24920,2.3
2021,"Edmonton (CMA), Alta.",2021S0503835,Apartment in a building that has fewer than five storeys,126.6,105230,188055,1.8
2021,"Edmonton (CMA), Alta.",2021S0503835,Apartment in a building that has five or more storeys,126.7,30925,47390,1.5
2021,"Edmonton (CMA), Alta.",2021S0503835,Other single-attached house,126.8,140,305,2.2
2021,"Edmonton (CMA), Alta.",2021S0503835,Movable dwelling,126.9,6530,13930,2.1
2021,"Grande Prairie (CA), Alta.",2021S0504850,Total - Structural type of dwelling,127.1,24815,63175,2.6
2021,"Grande Prairie (CA), Alta.",2021S0504850,Single-detached house,127.2,15280,43615,2.9
2021,"Grande Prairie (CA), Alta.",2021S0504850,Semi-detached house,127.3,1760,4340,2.5
2021,"Grande Prairie (CA), Alta.",2021S0504850,Row house,127.4,1085,2765,2.6
2021,"Grande Prairie (CA), Alta.",2021S0504850,Apartment or flat in a duplex,127.5,1110,2480,2.2
2021,"Grande Prairie (CA), Alta.",2021S0504850,Apartment in a building that has fewer than five storeys,127.6,4580,7780,1.7
2021,"Grande Prairie (CA), Alta.",2021S0504850,Apartment in a building that has five or more storeys,127.7,160,245,1.5
2021,"Grande Prairie (CA), Alta.",2021S0504850,Other single-attached house,127.8,10,30,4.0
2021,"Grande Prairie (CA), Alta.",2021S0504850,Movable dwelling,127.9,835,1925,2.3
2021,"High River (CA), Alta.",2021S0504821,Total - Structural type of dwelling,128.1,5785,14110,2.4
2021,"High River (CA), Alta.",2021S0504821,Single-detached house,128.2,2915,8075,2.8
2021,"High River (CA), Alta.",2021S0504821,Semi-detached house,128.3,1030,2340,2.3
2021,"High River (CA), Alta.",2021S0504821,Row house,128.4,730,1635,2.2
2021,"High River (CA), Alta.",2021S0504821,Apartment or flat in a duplex,128.5,105,235,2.2
2021,"High River (CA), Alta.",2021S0504821,Apartment in a building that has fewer than five storeys,128.6,725,1290,1.8
2021,"High River (CA), Alta.",2021S0504821,Apartment in a building that has five or more storeys,128.7,0,0,0.0
2021,"High River (CA), Alta.",2021S0504821,Other single-attached house,128.8,5,10,1.6
2021,"High River (CA), Alta.",2021S0504821,Movable dwelling,128.9,275,530,1.9
2021,"Lacombe (CA), Alta.",2021S0504832,Total - Structural type of dwelling,129.1,5190,13070,2.5
2021,"Lacombe (CA), Alta.",2021S0504832,Single-detached house,129.2,3290,9110,2.8
2021,"Lacombe (CA), Alta.",2021S0504832,Semi-detached house,129.3,465,1170,2.5
2021,"Lacombe (CA), Alta.",2021S0504832,Row house,129.4,255,605,2.4
2021,"Lacombe (CA), Alta.",2021S0504832,Apartment or flat in a duplex,129.5,115,265,2.4
2021,"Lacombe (CA), Alta.",2021S0504832,Apartment in a building that has fewer than five storeys,129.6,700,1160,1.7
2021,"Lacombe (CA), Alta.",2021S0504832,Apartment in a building that has five or more storeys,129.7,0,0,0.0
2021,"Lacombe (CA), Alta.",2021S0504832,Other single-attached house,129.8,10,20,1.7
2021,"Lacombe (CA), Alta.",2021S0504832,Movable dwelling,129.9,370,740,2.0
2021,"Lethbridge (CMA), Alta.",2021S0503810,Total - Structural type of dwelling,130.1,48645,120500,2.5
2021,"Lethbridge (CMA), Alta.",2021S0503810,Single-detached house,130.2,32300,88045,2.7
2021,"Lethbridge (CMA), Alta.",2021S0503810,Semi-detached house,130.3,2745,6715,2.4
2021,"Lethbridge (CMA), Alta.",2021S0503810,Row house,130.4,2725,6125,2.3
2021,"Lethbridge (CMA), Alta.",2021S0503810,Apartment or flat in a duplex,130.5,3105,6585,2.1
2021,"Lethbridge (CMA), Alta.",2021S0503810,Apartment in a building that has fewer than five storeys,130.6,5630,9530,1.7
2021,"Lethbridge (CMA), Alta.",2021S0503810,Apartment in a building that has five or more storeys,130.7,820,1070,1.3
2021,"Lethbridge (CMA), Alta.",2021S0503810,Other single-attached house,130.8,20,35,1.8
2021,"Lethbridge (CMA), Alta.",2021S0503810,Movable dwelling,130.9,1295,2395,1.9
2021,"Lloydminster (CA), Alta./Sask.",2021S0504840,Total - Structural type of dwelling,131.1,13890,35910,2.6
2021,"Lloydminster (CA), Alta./Sask.",2021S0504840,Single-detached house,131.2,9420,26680,2.8
2021,"Lloydminster (CA), Alta./Sask.",2021S0504840,Semi-detached house,131.3,330,760,2.3
2021,"Lloydminster (CA), Alta./Sask.",2021S0504840,Row house,131.4,1090,2730,2.5
2021,"Lloydminster (CA), Alta./Sask.",2021S0504840,Apartment or flat in a duplex,131.5,105,240,2.3
2021,"Lloydminster (CA), Alta./Sask.",2021S0504840,Apartment in a building that has fewer than five storeys,131.6,2385,4280,1.8
2021,"Lloydminster (CA), Alta./Sask.",2021S0504840,Apartment in a building that has five or more storeys,131.7,105,140,1.3
2021,"Lloydminster (CA), Alta./Sask.",2021S0504840,Other single-attached house,131.8,0,5,
2021,"Lloydminster (CA), Alta./Sask.",2021S0504840,Movable dwelling,131.9,440,1070,2.5
2021,"Lloydminster (Alberta part) (CA), Alta.",2021S050648840,Total - Structural type of dwelling,132.1,7635,19230,2.5
2021,"Lloydminster (Alberta part) (CA), Alta.",2021S050648840,Single-detached house,132.2,5220,14720,2.8
2021,"Lloydminster (Alberta part) (CA), Alta.",2021S050648840,Semi-detached house,132.3,210,445,2.1
2021,"Lloydminster (Alberta part) (CA), Alta.",2021S050648840,Row house,132.4,320,670,2.1
2021,"Lloydminster (Alberta part) (CA), Alta.",2021S050648840,Apartment or flat in a duplex,132.5,65,140,2.2
2021,"Lloydminster (Alberta part) (CA), Alta.",2021S050648840,Apartment in a building that has fewer than five storeys,132.6,1570,2680,1.7
2021,"Lloydminster (Alberta part) (CA), Alta.",2021S050648840,Apartment in a building that has five or more storeys,132.7,35,65,1.7
2021,"Lloydminster (Alberta part) (CA), Alta.",2021S050648840,Other single-attached house,132.8,0,0,0.0
2021,"Lloydminster (Alberta part) (CA), Alta.",2021S050648840,Movable dwelling,132.9,205,505,2.4
2021,"Lloydminster (Saskatchewan part) (CA), Sask.",2021S050647840,Total - Structural type of dwelling,133.1,6250,16685,2.7
2021,"Lloydminster (Saskatchewan part) (CA), Sask.",2021S050647840,Single-detached house,133.2,4200,11960,2.9
2021,"Lloydminster (Saskatchewan part) (CA), Sask.",2021S050647840,Semi-detached house,133.3,120,315,2.6
2021,"Lloydminster (Saskatchewan part) (CA), Sask.",2021S050647840,Row house,133.4,770,2055,2.7
2021,"Lloydminster (Saskatchewan part) (CA), Sask.",2021S050647840,Apartment or flat in a duplex,133.5,45,100,2.4
2021,"Lloydminster (Saskatchewan part) (CA), Sask.",2021S050647840,Apartment in a building that has fewer than five storeys,133.6,820,1600,2.0
2021,"Lloydminster (Saskatchewan part) (CA), Sask.",2021S050647840,Apartment in a building that has five or more storeys,133.7,65,70,1.1
2021,"Lloydminster (Saskatchewan part) (CA), Sask.",2021S050647840,Other single-attached house,133.8,0,10,0.0
2021,"Lloydminster (Saskatchewan part) (CA), Sask.",2021S050647840,Movable dwelling,133.9,235,570,2.5
2021,"Medicine Hat (CA), Alta.",2021S0504805,Total - Structural type of dwelling,134.1,32060,74590,2.3
2021,"Medicine Hat (CA), Alta.",2021S0504805,Single-detached house,134.2,21375,54795,2.6
2021,"Medicine Hat (CA), Alta.",2021S0504805,Semi-detached house,134.3,1630,3995,2.5
2021,"Medicine Hat (CA), Alta.",2021S0504805,Row house,134.4,1760,3805,2.2
2021,"Medicine Hat (CA), Alta.",2021S0504805,Apartment or flat in a duplex,134.5,505,1010,2.0
2021,"Medicine Hat (CA), Alta.",2021S0504805,Apartment in a building that has fewer than five storeys,134.6,5370,8240,1.5
2021,"Medicine Hat (CA), Alta.",2021S0504805,Apartment in a building that has five or more storeys,134.7,225,345,1.5
2021,"Medicine Hat (CA), Alta.",2021S0504805,Other single-attached house,134.8,25,50,1.9
2021,"Medicine Hat (CA), Alta.",2021S0504805,Movable dwelling,134.9,1175,2350,2.0
2021,"Okotoks (CA), Alta.",2021S0504820,Total - Structural type of dwelling,135.1,10475,30020,2.9
2021,"Okotoks (CA), Alta.",2021S0504820,Single-detached house,135.2,8135,25330,3.1
2021,"Okotoks (CA), Alta.",2021S0504820,Semi-detached house,135.3,515,1065,2.1
2021,"Okotoks (CA), Alta.",2021S0504820,Row house,135.4,645,1585,2.5
2021,"Okotoks (CA), Alta.",2021S0504820,Apartment or flat in a duplex,135.5,110,280,2.5
2021,"Okotoks (CA), Alta.",2021S0504820,Apartment in a building that has fewer than five storeys,135.6,950,1510,1.6
2021,"Okotoks (CA), Alta.",2021S0504820,Apartment in a building that has five or more storeys,135.7,0,5,0.0
2021,"Okotoks (CA), Alta.",2021S0504820,Other single-attached house,135.8,0,10,0.0
2021,"Okotoks (CA), Alta.",2021S0504820,Movable dwelling,135.9,110,250,2.3
2021,"Red Deer (CMA), Alta.",2021S0503830,Total - Structural type of dwelling,136.1,40510,98045,2.4
2021,"Red Deer (CMA), Alta.",2021S0503830,Single-detached house,136.2,21520,60360,2.8
2021,"Red Deer (CMA), Alta.",2021S0503830,Semi-detached house,136.3,3275,8140,2.5
2021,"Red Deer (CMA), Alta.",2021S0503830,Row house,136.4,4075,9755,2.4
2021,"Red Deer (CMA), Alta.",2021S0503830,Apartment or flat in a duplex,136.5,1475,3175,2.2
2021,"Red Deer (CMA), Alta.",2021S0503830,Apartment in a building that has fewer than five storeys,136.6,8500,13670,1.6
2021,"Red Deer (CMA), Alta.",2021S0503830,Apartment in a building that has five or more storeys,136.7,595,880,1.5
2021,"Red Deer (CMA), Alta.",2021S0503830,Other single-attached house,136.8,30,55,1.9
2021,"Red Deer (CMA), Alta.",2021S0503830,Movable dwelling,136.9,1045,2005,1.9
2021,"Strathmore (CA), Alta.",2021S0504826,Total - Structural type of dwelling,137.1,5515,14105,2.6
2021,"Strathmore (CA), Alta.",2021S0504826,Single-detached house,137.2,3235,9160,2.8
2021,"Strathmore (CA), Alta.",2021S0504826,Semi-detached house,137.3,700,1750,2.5
2021,"Strathmore (CA), Alta.",2021S0504826,Row house,137.4,560,1350,2.4
2021,"Strathmore (CA), Alta.",2021S0504826,Apartment or flat in a duplex,137.5,60,125,2.2
2021,"Strathmore (CA), Alta.",2021S0504826,Apartment in a building that has fewer than five storeys,137.6,735,1295,1.8
2021,"Strathmore (CA), Alta.",2021S0504826,Apartment in a building that has five or more storeys,137.7,0,0,0.0
2021,"Strathmore (CA), Alta.",2021S0504826,Other single-attached house,137.8,0,0,0.0
2021,"Strathmore (CA), Alta.",2021S0504826,Movable dwelling,137.9,225,425,1.9
2021,"Sylvan Lake (CA), Alta.",2021S0504831,Total - Structural type of dwelling,138.1,6615,16435,2.5
2021,"Sylvan Lake (CA), Alta.",2021S0504831,Single-detached house,138.2,4435,12190,2.8
2021,"Sylvan Lake (CA), Alta.",2021S0504831,Semi-detached house,138.3,310,695,2.3
2021,"Sylvan Lake (CA), Alta.",2021S0504831,Row house,138.4,775,1695,2.2
2021,"Sylvan Lake (CA), Alta.",2021S0504831,Apartment or flat in a duplex,138.5,235,420,1.8
2021,"Sylvan Lake (CA), Alta.",2021S0504831,Apartment in a building that has fewer than five storeys,138.6,535,825,1.5
2021,"Sylvan Lake (CA), Alta.",2021S0504831,Apartment in a building that has five or more storeys,138.7,140,235,1.7
2021,"Sylvan Lake (CA), Alta.",2021S0504831,Other single-attached house,138.8,5,5,1.4
2021,"Sylvan Lake (CA), Alta.",2021S0504831,Movable dwelling,138.9,190,370,1.9
2021,"Wetaskiwin (CA), Alta.",2021S0504865,Total - Structural type of dwelling,139.1,5185,12115,2.3
2021,"Wetaskiwin (CA), Alta.",2021S0504865,Single-detached house,139.2,3020,7900,2.6
2021,"Wetaskiwin (CA), Alta.",2021S0504865,Semi-detached house,139.3,405,935,2.3
2021,"Wetaskiwin (CA), Alta.",2021S0504865,Row house,139.4,440,1060,2.4
2021,"Wetaskiwin (CA), Alta.",2021S0504865,Apartment or flat in a duplex,139.5,165,325,2.0
2021,"Wetaskiwin (CA), Alta.",2021S0504865,Apartment in a building that has fewer than five storeys,139.6,980,1545,1.6
2021,"Wetaskiwin (CA), Alta.",2021S0504865,Apartment in a building that has five or more storeys,139.7,0,0,0.0
2021,"Wetaskiwin (CA), Alta.",2021S0504865,Other single-attached house,139.8,10,15,1.6
2021,"Wetaskiwin (CA), Alta.",2021S0504865,Movable dwelling,139.9,165,330,2.0
2021,"Wood Buffalo (CA), Alta.",2021S0504860,Total - Structural type of dwelling,140.1,26480,73290,2.8
2021,"Wood Buffalo (CA), Alta.",2021S0504860,Single-detached house,140.2,12915,40595,3.1
2021,"Wood Buffalo (CA), Alta.",2021S0504860,Semi-detached house,140.3,1240,3765,3.0
2021,"Wood Buffalo (CA), Alta.",2021S0504860,Row house,140.4,2760,7685,2.8
2021,"Wood Buffalo (CA), Alta.",2021S0504860,Apartment or flat in a duplex,140.5,475,1205,2.6
2021,"Wood Buffalo (CA), Alta.",2021S0504860,Apartment in a building that has fewer than five storeys,140.6,5645,11690,2.1
2021,"Wood Buffalo (CA), Alta.",2021S0504860,Apartment in a building that has five or more storeys,140.7,845,1605,1.9
2021,"Wood Buffalo (CA), Alta.",2021S0504860,Other single-attached house,140.8,5,10,2.4
2021,"Wood Buffalo (CA), Alta.",2021S0504860,Movable dwelling,140.9,2600,6730,2.6
2021,British Columbia,2021A000259,Total - Structural type of dwelling,141.1,2041835,4915940,2.4
2021,British Columbia,2021A000259,Single-detached house,141.2,866340,2362295,2.7
2021,British Columbia,2021A000259,Semi-detached house,141.3,62890,153830,2.5
2021,British Columbia,2021A000259,Row house,141.4,168590,430880,2.6
2021,British Columbia,2021A000259,Apartment or flat in a duplex,141.5,249835,713385,2.9
2021,British Columbia,2021A000259,Apartment in a building that has fewer than five storeys,141.6,417475,768480,1.8
2021,British Columbia,2021A000259,Apartment in a building that has five or more storeys,141.7,221845,383015,1.7
2021,British Columbia,2021A000259,Other single-attached house,141.8,3760,8150,2.2
2021,British Columbia,2021A000259,Movable dwelling,141.9,51100,95915,1.9
2021,"Abbotsford - Mission (CMA), B.C.",2021S0503932,Total - Structural type of dwelling,142.1,67615,192115,2.8
2021,"Abbotsford - Mission (CMA), B.C.",2021S0503932,Single-detached house,142.2,29165,96035,3.3
2021,"Abbotsford - Mission (CMA), B.C.",2021S0503932,Semi-detached house,142.3,1715,4505,2.6
2021,"Abbotsford - Mission (CMA), B.C.",2021S0503932,Row house,142.4,5595,14495,2.6
2021,"Abbotsford - Mission (CMA), B.C.",2021S0503932,Apartment or flat in a duplex,142.5,14040,46995,3.4
2021,"Abbotsford - Mission (CMA), B.C.",2021S0503932,Apartment in a building that has fewer than five storeys,142.6,15555,27545,1.8
2021,"Abbotsford - Mission (CMA), B.C.",2021S0503932,Apartment in a building that has five or more storeys,142.7,1160,1715,1.5
2021,"Abbotsford - Mission (CMA), B.C.",2021S0503932,Other single-attached house,142.8,60,195,3.4
2021,"Abbotsford - Mission (CMA), B.C.",2021S0503932,Movable dwelling,142.9,335,625,1.9
2021,"Campbell River (CA), B.C.",2021S0504944,Total - Structural type of dwelling,143.1,17640,39935,2.3
2021,"Campbell River (CA), B.C.",2021S0504944,Single-detached house,143.2,11175,27795,2.5
2021,"Campbell River (CA), B.C.",2021S0504944,Semi-detached house,143.3,845,1850,2.2
2021,"Campbell River (CA), B.C.",2021S0504944,Row house,143.4,1080,2430,2.3
2021,"Campbell River (CA), B.C.",2021S0504944,Apartment or flat in a duplex,143.5,740,1725,2.3
2021,"Campbell River (CA), B.C.",2021S0504944,Apartment in a building that has fewer than five storeys,143.6,2845,4340,1.5
2021,"Campbell River (CA), B.C.",2021S0504944,Apartment in a building that has five or more storeys,143.7,0,0,0.0
2021,"Campbell River (CA), B.C.",2021S0504944,Other single-attached house,143.8,5,15,2.0
2021,"Campbell River (CA), B.C.",2021S0504944,Movable dwelling,143.9,950,1775,1.9
2021,"Chilliwack (CMA), B.C.",2021S0503930,Total - Structural type of dwelling,144.1,44365,111540,2.5
2021,"Chilliwack (CMA), B.C.",2021S0503930,Single-detached house,144.2,25490,72210,2.8
2021,"Chilliwack (CMA), B.C.",2021S0503930,Semi-detached house,144.3,1650,4070,2.5
2021,"Chilliwack (CMA), B.C.",2021S0503930,Row house,144.4,5940,14490,2.4
2021,"Chilliwack (CMA), B.C.",2021S0503930,Apartment or flat in a duplex,144.5,1740,4600,2.6
2021,"Chilliwack (CMA), B.C.",2021S0503930,Apartment in a building that has fewer than five storeys,144.6,7580,12640,1.7
2021,"Chilliwack (CMA), B.C.",2021S0503930,Apartment in a building that has five or more storeys,144.7,290,430,1.5
2021,"Chilliwack (CMA), B.C.",2021S0503930,Other single-attached house,144.8,40,95,2.2
2021,"Chilliwack (CMA), B.C.",2021S0503930,Movable dwelling,144.9,1620,2990,1.9
2021,"Courtenay (CA), B.C.",2021S0504943,Total - Structural type of dwelling,145.1,28205,62020,2.2
2021,"Courtenay (CA), B.C.",2021S0504943,Single-detached house,145.2,18145,43310,2.4
2021,"Courtenay (CA), B.C.",2021S0504943,Semi-detached house,145.3,2810,5800,2.1
2021,"Courtenay (CA), B.C.",2021S0504943,Row house,145.4,1710,3380,2.0
2021,"Courtenay (CA), B.C.",2021S0504943,Apartment or flat in a duplex,145.5,875,1995,2.3
2021,"Courtenay (CA), B.C.",2021S0504943,Apartment in a building that has fewer than five storeys,145.6,3590,5605,1.6
2021,"Courtenay (CA), B.C.",2021S0504943,Apartment in a building that has five or more storeys,145.7,40,60,1.3
2021,"Courtenay (CA), B.C.",2021S0504943,Other single-attached house,145.8,50,105,2.0
2021,"Courtenay (CA), B.C.",2021S0504943,Movable dwelling,145.9,975,1770,1.8
2021,"Cranbrook (CA), B.C.",2021S0504905,Total - Structural type of dwelling,146.1,11380,26280,2.3
2021,"Cranbrook (CA), B.C.",2021S0504905,Single-detached house,146.2,7890,19705,2.5
2021,"Cranbrook (CA), B.C.",2021S0504905,Semi-detached house,146.3,510,1095,2.2
2021,"Cranbrook (CA), B.C.",2021S0504905,Row house,146.4,530,1030,1.9
2021,"Cranbrook (CA), B.C.",2021S0504905,Apartment or flat in a duplex,146.5,250,585,2.3
2021,"Cranbrook (CA), B.C.",2021S0504905,Apartment in a building that has fewer than five storeys,146.6,1295,2055,1.6
2021,"Cranbrook (CA), B.C.",2021S0504905,Apartment in a building that has five or more storeys,146.7,0,0,0.0
2021,"Cranbrook (CA), B.C.",2021S0504905,Other single-attached house,146.8,45,85,1.7
2021,"Cranbrook (CA), B.C.",2021S0504905,Movable dwelling,146.9,855,1730,2.0
2021,"Dawson Creek (CA), B.C.",2021S0504975,Total - Structural type of dwelling,147.1,7545,17380,2.3
2021,"Dawson Creek (CA), B.C.",2021S0504975,Single-detached house,147.2,5215,12945,2.5
2021,"Dawson Creek (CA), B.C.",2021S0504975,Semi-detached house,147.3,325,745,2.3
2021,"Dawson Creek (CA), B.C.",2021S0504975,Row house,147.4,335,705,2.1
2021,"Dawson Creek (CA), B.C.",2021S0504975,Apartment or flat in a duplex,147.5,160,365,2.3
2021,"Dawson Creek (CA), B.C.",2021S0504975,Apartment in a building that has fewer than five storeys,147.6,1085,1695,1.6
2021,"Dawson Creek (CA), B.C.",2021S0504975,Apartment in a building that has five or more storeys,147.7,0,0,0.0
2021,"Dawson Creek (CA), B.C.",2021S0504975,Other single-attached house,147.8,10,15,1.8
2021,"Dawson Creek (CA), B.C.",2021S0504975,Movable dwelling,147.9,410,905,2.2
2021,"Duncan (CA), B.C.",2021S0504937,Total - Structural type of dwelling,148.1,20010,46405,2.3
2021,"Duncan (CA), B.C.",2021S0504937,Single-detached house,148.2,12850,32435,2.5
2021,"Duncan (CA), B.C.",2021S0504937,Semi-detached house,148.3,1155,2795,2.4
2021,"Duncan (CA), B.C.",2021S0504937,Row house,148.4,1230,2690,2.2
2021,"Duncan (CA), B.C.",2021S0504937,Apartment or flat in a duplex,148.5,920,2290,2.5
2021,"Duncan (CA), B.C.",2021S0504937,Apartment in a building that has fewer than five storeys,148.6,2935,4540,1.6
2021,"Duncan (CA), B.C.",2021S0504937,Apartment in a building that has five or more storeys,148.7,15,15,1.5
2021,"Duncan (CA), B.C.",2021S0504937,Other single-attached house,148.8,90,235,2.7
2021,"Duncan (CA), B.C.",2021S0504937,Movable dwelling,148.9,820,1400,1.7
2021,"Fort St. John (CA), B.C.",2021S0504977,Total - Structural type of dwelling,149.1,11595,28430,2.5
2021,"Fort St. John (CA), B.C.",2021S0504977,Single-detached house,149.2,6425,17620,2.7
2021,"Fort St. John (CA), B.C.",2021S0504977,Semi-detached house,149.3,1005,2645,2.6
2021,"Fort St. John (CA), B.C.",2021S0504977,Row house,149.4,920,1990,2.2
2021,"Fort St. John (CA), B.C.",2021S0504977,Apartment or flat in a duplex,149.5,240,570,2.4
2021,"Fort St. John (CA), B.C.",2021S0504977,Apartment in a building that has fewer than five storeys,149.6,1735,2845,1.6
2021,"Fort St. John (CA), B.C.",2021S0504977,Apartment in a building that has five or more storeys,149.7,145,240,1.7
2021,"Fort St. John (CA), B.C.",2021S0504977,Other single-attached house,149.8,15,30,2.2
2021,"Fort St. John (CA), B.C.",2021S0504977,Movable dwelling,149.9,1105,2485,2.3
2021,"Kamloops (CMA), B.C.",2021S0503925,Total - Structural type of dwelling,150.1,47105,110550,2.4
2021,"Kamloops (CMA), B.C.",2021S0503925,Single-detached house,150.2,24995,66430,2.7
2021,"Kamloops (CMA), B.C.",2021S0503925,Semi-detached house,150.3,3355,7820,2.3
2021,"Kamloops (CMA), B.C.",2021S0503925,Row house,150.4,4215,9050,2.2
2021,"Kamloops (CMA), B.C.",2021S0503925,Apartment or flat in a duplex,150.5,4060,9640,2.4
2021,"Kamloops (CMA), B.C.",2021S0503925,Apartment in a building that has fewer than five storeys,150.6,7350,12215,1.7
2021,"Kamloops (CMA), B.C.",2021S0503925,Apartment in a building that has five or more storeys,150.7,855,1145,1.3
2021,"Kamloops (CMA), B.C.",2021S0503925,Other single-attached house,150.8,85,160,1.9
2021,"Kamloops (CMA), B.C.",2021S0503925,Movable dwelling,150.9,2185,4090,1.9
2021,"Kelowna (CMA), B.C.",2021S0503915,Total - Structural type of dwelling,151.1,94335,218525,2.3
2021,"Kelowna (CMA), B.C.",2021S0503915,Single-detached house,151.2,46340,122650,2.7
2021,"Kelowna (CMA), B.C.",2021S0503915,Semi-detached house,151.3,4605,10610,2.3
2021,"Kelowna (CMA), B.C.",2021S0503915,Row house,151.4,5955,13330,2.2
2021,"Kelowna (CMA), B.C.",2021S0503915,Apartment or flat in a duplex,151.5,9050,22460,2.5
2021,"Kelowna (CMA), B.C.",2021S0503915,Apartment in a building that has fewer than five storeys,151.6,21395,36845,1.7
2021,"Kelowna (CMA), B.C.",2021S0503915,Apartment in a building that has five or more storeys,151.7,2590,4385,1.7
2021,"Kelowna (CMA), B.C.",2021S0503915,Other single-attached house,151.8,175,435,2.5
2021,"Kelowna (CMA), B.C.",2021S0503915,Movable dwelling,151.9,4235,7815,1.8
2021,"Ladysmith (CA), B.C.",2021S0504936,Total - Structural type of dwelling,152.1,6500,15265,2.4
2021,"Ladysmith (CA), B.C.",2021S0504936,Single-detached house,152.2,5000,12450,2.5
2021,"Ladysmith (CA), B.C.",2021S0504936,Semi-detached house,152.3,280,585,2.1
2021,"Ladysmith (CA), B.C.",2021S0504936,Row house,152.4,255,545,2.1
2021,"Ladysmith (CA), B.C.",2021S0504936,Apartment or flat in a duplex,152.5,205,430,2.1
2021,"Ladysmith (CA), B.C.",2021S0504936,Apartment in a building that has fewer than five storeys,152.6,395,620,1.6
2021,"Ladysmith (CA), B.C.",2021S0504936,Apartment in a building that has five or more storeys,152.7,0,0,0.0
2021,"Ladysmith (CA), B.C.",2021S0504936,Other single-attached house,152.8,40,70,1.8
2021,"Ladysmith (CA), B.C.",2021S0504936,Movable dwelling,152.9,325,560,1.7
2021,"Nanaimo (CMA), B.C.",2021S0503938,Total - Structural type of dwelling,153.1,49345,112405,2.3
2021,"Nanaimo (CMA), B.C.",2021S0503938,Single-detached house,153.2,27575,69780,2.5
2021,"Nanaimo (CMA), B.C.",2021S0503938,Semi-detached house,153.3,2195,4805,2.2
2021,"Nanaimo (CMA), B.C.",2021S0503938,Row house,153.4,1985,4025,2.0
2021,"Nanaimo (CMA), B.C.",2021S0503938,Apartment or flat in a duplex,153.5,6270,15020,2.4
2021,"Nanaimo (CMA), B.C.",2021S0503938,Apartment in a building that has fewer than five storeys,153.6,8275,13730,1.7
2021,"Nanaimo (CMA), B.C.",2021S0503938,Apartment in a building that has five or more storeys,153.7,1390,2115,1.5
2021,"Nanaimo (CMA), B.C.",2021S0503938,Other single-attached house,153.8,100,225,2.3
2021,"Nanaimo (CMA), B.C.",2021S0503938,Movable dwelling,153.9,1565,2710,1.7
2021,"Nelson (CA), B.C.",2021S0504907,Total - Structural type of dwelling,154.1,8505,18710,2.2
2021,"Nelson (CA), B.C.",2021S0504907,Single-detached house,154.2,5600,13280,2.4
2021,"Nelson (CA), B.C.",2021S0504907,Semi-detached house,154.3,325,740,2.3
2021,"Nelson (CA), B.C.",2021S0504907,Row house,154.4,260,525,2.0
2021,"Nelson (CA), B.C.",2021S0504907,Apartment or flat in a duplex,154.5,785,1660,2.1
2021,"Nelson (CA), B.C.",2021S0504907,Apartment in a building that has fewer than five storeys,154.6,1045,1640,1.6
2021,"Nelson (CA), B.C.",2021S0504907,Apartment in a building that has five or more storeys,154.7,0,0,0.0
2021,"Nelson (CA), B.C.",2021S0504907,Other single-attached house,154.8,120,205,1.7
2021,"Nelson (CA), B.C.",2021S0504907,Movable dwelling,154.9,375,665,1.8
2021,"Parksville (CA), B.C.",2021S0504939,Total - Structural type of dwelling,155.1,14765,30015,2.0
2021,"Parksville (CA), B.C.",2021S0504939,Single-detached house,155.2,10610,23095,2.2
2021,"Parksville (CA), B.C.",2021S0504939,Semi-detached house,155.3,845,1510,1.8
2021,"Parksville (CA), B.C.",2021S0504939,Row house,155.4,1170,1875,1.6
2021,"Parksville (CA), B.C.",2021S0504939,Apartment or flat in a duplex,155.5,225,515,2.3
2021,"Parksville (CA), B.C.",2021S0504939,Apartment in a building that has fewer than five storeys,155.6,1335,2055,1.5
2021,"Parksville (CA), B.C.",2021S0504939,Apartment in a building that has five or more storeys,155.7,65,115,1.8
2021,"Parksville (CA), B.C.",2021S0504939,Other single-attached house,155.8,20,45,1.9
2021,"Parksville (CA), B.C.",2021S0504939,Movable dwelling,155.9,485,810,1.7
2021,"Penticton (CA), B.C.",2021S0504913,Total - Structural type of dwelling,156.1,21920,46165,2.1
2021,"Penticton (CA), B.C.",2021S0504913,Single-detached house,156.2,10520,25665,2.4
2021,"Penticton (CA), B.C.",2021S0504913,Semi-detached house,156.3,715,1820,2.5
2021,"Penticton (CA), B.C.",2021S0504913,Row house,156.4,1970,4300,2.2
2021,"Penticton (CA), B.C.",2021S0504913,Apartment or flat in a duplex,156.5,945,2215,2.4
